FileNumber,Fragment,IsotopeRatio,Average,StdDev,StdError,RelStdError,TICVar,TIC*ITVar,TIC*ITMean
multipleFragmentTestFolder/Multiple_Fragment_Example_20201217_06_Methionine M3 Frag 250 uM 2e5 NCE 60_03.xlsx,105.1,D/13C,0.02159082778918132,0.007368477242497127,0.00021813980688767108,0.010103355416366946,0.04863387031641924,0.0638899000982385,311327.7291849255
multipleFragmentTestFolder/Multiple_Fragment_Example_20201217_06_Methionine M3 Frag 250 uM 2e5 NCE 60_01.xlsx,105.1,Unsub/13C,0.24812758984671796,0.023933498121923254,0.0007085383433570145,0.00285554034436363,0.04863387031641924,0.0638899000982385,311327.7291849255
multipleFragmentTestFolder/Multiple_Fragment_Example_20201217_06_Methionine M3 Frag 250 uM 2e5 NCE 60_02.xlsx,105.1,Unsub/13C,0.24812758984671796,0.023933498121923254,0.0007085383433570145,0.00285554034436363,0.04863387031641924,0.0638899000982385,311327.7291849255
multipleFragmentTestFolder/Multiple_Fragment_Example_20201217_06_Methionine M3 Frag 250 uM 2e5 NCE 60_03.xlsx,105.1,Unsub/13C,0.24812758984671796,0.023933498121923254,0.0007085383433570145,0.00285554034436363,0.04863387031641924,0.0638899000982385,311327.7291849255
multipleFragmentTestFolder/Multiple_Fragment_Example_20201217_06_Methionine M3 Frag 250 uM 2e5 NCE 60_01.xlsx,107.1,13C/13C-34S,0.08783523794452973,0.009819653477971044,0.0002907055613925629,0.003309668968804424,0.04863387031641924,0.0638899000982385,311327.7291849255
multipleFragmentTestFolder/Multiple_Fragment_Example_20201217_06_Methionine M3 Frag 250 uM 2e5 NCE 60_02.xlsx,107.1,13C/13C-34S,0.08783523794452973,0.009819653477971044,0.0002907055613925629,0.003309668968804424,0.04863387031641924,0.0638899000982385,311327.7291849255
multipleFragmentTestFolder/Multiple_Fragment_Example_20201217_06_Methionine M3 Frag 250 uM 2e5 NCE 60_03.xlsx,107.1,13C/13C-34S,0.08783523794452973,0.009819653477971044,0.0002907055613925629,0.003309668968804424,0.04863387031641924,0.0638899000982385,311327.7291849255
multipleFragmentTestFolder/Multiple_Fragment_Example_20201217_06_Methionine M3 Frag 250 uM 2e5 NCE 60_01.xlsx,107.1,15N-34S/13C-34S,0.0744286631454489,0.009101211573325342,0.0002694364750967474,0.0036200633426696537,0.04863387031641924,0.0638899000982385,311327.7291849255
multipleFragmentTestFolder/Multiple_Fragment_Example_20201217_06_Methionine M3 Frag 250 uM 2e5 NCE 60_02.xlsx,107.1,15N-34S/13C-34S,0.0744286631454489,0.009101211573325342,0.0002694364750967474,0.0036200633426696537,0.04863387031641924,0.0638899000982385,311327.7291849255
multipleFragmentTestFolder/Multiple_Fragment_Example_20201217_06_Methionine M3 Frag 250 uM 2e5 NCE 60_03.xlsx,107.1,15N-34S/13C-34S,0.0744286631454489,0.009101211573325342,0.0002694364750967474,0.0036200633426696537,0.04863387031641924,0.0638899000982385,311327.7291849255
multipleFragmentTestFolder/Multiple_Fragment_Example_20201217_06_Methionine M3 Frag 250 uM 2e5 NCE 60_01.xlsx,107.1,33S/13C-34S,0.013922661843497795,0.004327455855224731,0.0001281120038112152,0.009201688962304753,0.04863387031641924,0.0638899000982385,311327.7291849255
multipleFragmentTestFolder/Multiple_Fragment_Example_20201217_06_Methionine M3 Frag 250 uM 2e5 NCE 60_02.xlsx,107.1,33S/13C-34S,0.013922661843497795,0.004327455855224731,0.0001281120038112152,0.009201688962304753,0.04863387031641924,0.0638899000982385,311327.7291849255
multipleFragmentTestFolder/Multiple_Fragment_Example_20201217_06_Methionine M3 Frag 250 uM 2e5 NCE 60_03.xlsx,107.1,33S/13C-34S,0.013922661843497795,0.004327455855224731,0.0001281120038112152,0.009201688962304753,0.04863387031641924,0.0638899000982385,311327.7291849255
multipleFragmentTestFolder/Multiple_Fragment_Example_20201217_06_Methionine M3 Frag 250 uM 2e5 NCE 60_01.xlsx,107.1,34S/13C-34S,0.26091512092373914,0.018856791949561334,0.0005582451867632139,0.0021395662496938193,0.04863387031641924,0.0638899000982385,311327.7291849255
multipleFragmentTestFolder/Multiple_Fragment_Example_20201217_06_Methionine M3 Frag 250 uM 2e5 NCE 60_02.xlsx,107.1,34S/13C-34S,0.26091512092373914,0.018856791949561334,0.0005582451867632139,0.0021395662496938193,0.04863387031641924,0.0638899000982385,311327.7291849255
multipleFragmentTestFolder/Multiple_Fragment_Example_20201217_06_Methionine M3 Frag 250 uM 2e5 NCE 60_03.xlsx,107.1,34S/13C-34S,0.26091512092373914,0.018856791949561334,0.0005582451867632139,0.0021395662496938193,0.04863387031641924,0.0638899000982385,311327.7291849255
multipleFragmentTestFolder/Multiple_Fragment_Example_20201217_06_Methionine M3 Frag 250 uM 2e5 NCE 60_01.xlsx,107.1,D-34S/13C-34S,0.03140466412456548,0.005887590313960986,0.00017429894561035866,0.005550097428808921,0.04863387031641924,0.0638899000982385,311327.7291849255
multipleFragmentTestFolder/Multiple_Fragment_Example_20201217_06_Methionine M3 Frag 250 uM 2e5 NCE 60_02.xlsx,107.1,D-34S/13C-34S,0.03140466412456548,0.005887590313960986,0.00017429894561035866,0.005550097428808921,0.04863387031641924,0.0638899000982385,311327.7291849255
multipleFragmentTestFolder/Multiple_Fragment_Example_20201217_06_Methionine M3 Frag 250 uM 2e5 NCE 60_03.xlsx,107.1,D-34S/13C-34S,0.03140466412456548,0.005887590313960986,0.00017429894561035866,0.005550097428808921,0.04863387031641924,0.0638899000982385,311327.7291849255
multipleFragmentTestFolder/Multiple_Fragment_Example_20201217_06_Methionine M3 Frag 250 uM 2e5 NCE 60_01.xlsx,107.1,Unsub/13C-34S,0.02073452070873087,0.004493876258393901,0.00013303879036626035,0.006416294460582372,0.04863387031641924,0.0638899000982385,311327.7291849255
multipleFragmentTestFolder/Multiple_Fragment_Example_20201217_06_Methionine M3 Frag 250 uM 2e5 NCE 60_02.xlsx,107.1,Unsub/13C-34S,0.02073452070873087,0.004493876258393901,0.00013303879036626035,0.006416294460582372,0.04863387031641924,0.0638899000982385,311327.7291849255
multipleFragmentTestFolder/Multiple_Fragment_Example_20201217_06_Methionine M3 Frag 250 uM 2e5 NCE 60_03.xlsx,107.1,Unsub/13C-34S,0.02073452070873087,0.004493876258393901,0.00013303879036626035,0.006416294460582372,0.04863387031641924,0.0638899000982385,311327.7291849255
multipleFragmentTestFolder/Multiple_Fragment_Example_20201217_06_Methionine M3 Frag 250 uM 2e5 NCE 60_01.xlsx,136.0,13C-18O/13C-34S,0.08238082245571006,0.010491047132538879,0.00031058180954168546,0.0037700741541960426,0.04863387031641924,0.0638899000982385,311327.7291849255
multipleFragmentTestFolder/Multiple_Fragment_Example_20201217_06_Methionine M3 Frag 250 uM 2e5 NCE 60_02.xlsx,136.0,13C-18O/13C-34S,0.08238082245571006,0.010491047132538879,0.00031058180954168546,0.0037700741541960426,0.04863387031641924,0.0638899000982385,311327.7291849255
multipleFragmentTestFolder/Multiple_Fragment_Example_20201217_06_Methionine M3 Frag 250 uM 2e5 NCE 60_03.xlsx,136.0,13C-18O/13C-34S,0.08238082245571006,0.010491047132538879,0.00031058180954168546,0.0037700741541960426,0.04863387031641924,0.0638899000982385,311327.7291849255
multipleFragmentTestFolder/Multiple_Fragment_Example_20201217_06_Methionine M3 Frag 250 uM 2e5 NCE 60_01.xlsx,136.0,18O-33S/13C-34S,0.00957728929242768,0.004705762059946382,0.00013931155559464742,0.014546031903285475,0.04863387031641924,0.0638899000982385,311327.7291849255
multipleFragmentTestFolder/Multiple_Fragment_Example_20201217_06_Methionine M3 Frag 250 uM 2e5 NCE 60_02.xlsx,136.0,18O-33S/13C-34S,0.00957728929242768,0.004705762059946382,0.00013931155559464742,0.014546031903285475,0.04863387031641924,0.0638899000982385,311327.7291849255
multipleFragmentTestFolder/Multiple_Fragment_Example_20201217_06_Methionine M3 Frag 250 uM 2e5 NCE 60_03.xlsx,136.0,18O-33S/13C-34S,0.00957728929242768,0.004705762059946382,0.00013931155559464742,0.014546031903285475,0.04863387031641924,0.0638899000982385,311327.7291849255
multipleFragmentTestFolder/Multiple_Fragment_Example_20201217_06_Methionine M3 Frag 250 uM 2e5 NCE 60_01.xlsx,136.0,34S/13C-34S,0.06997711632146192,0.010005307137076622,0.00029620173814828507,0.004232837157615772,0.04863387031641924,0.0638899000982385,311327.7291849255
multipleFragmentTestFolder/Multiple_Fragment_Example_20201217_06_Methionine M3 Frag 250 uM 2e5 NCE 60_02.xlsx,136.0,34S/13C-34S,0.06997711632146192,0.010005307137076622,0.00029620173814828507,0.004232837157615772,0.04863387031641924,0.0638899000982385,311327.7291849255
multipleFragmentTestFolder/Multiple_Fragment_Example_20201217_06_Methionine M3 Frag 250 uM 2e5 NCE 60_03.xlsx,136.0,34S/13C-34S,0.06997711632146192,0.010005307137076622,0.00029620173814828507,0.004232837157615772,0.04863387031641924,0.0638899000982385,311327.7291849255
multipleFragmentTestFolder/Multiple_Fragment_Example_20201217_06_Methionine M3 Frag 250 uM 2e5 NCE 60_01.xlsx,136.0,D-34S/13C-34S,0.020152207196590523,0.005969848898052194,0.00017673416676365468,0.008769965743184482,0.04863387031641924,0.0638899000982385,311327.7291849255
multipleFragmentTestFolder/Multiple_Fragment_Example_20201217_06_Methionine M3 Frag 250 uM 2e5 NCE 60_02.xlsx,136.0,D-34S/13C-34S,0.020152207196590523,0.005969848898052194,0.00017673416676365468,0.008769965743184482,0.04863387031641924,0.0638899000982385,311327.7291849255
multipleFragmentTestFolder/Multiple_Fragment_Example_20201217_06_Methionine M3 Frag 250 uM 2e5 NCE 60_03.xlsx,136.0,D-34S/13C-34S,0.020152207196590523,0.005969848898052194,0.00017673416676365468,0.008769965743184482,0.04863387031641924,0.0638899000982385,311327.7291849255
multipleFragmentTestFolder/Multiple_Fragment_Example_20201217_06_Methionine M3 Frag 250 uM 2e5 NCE 60_01.xlsx,57.1,15N/13C,0.11013741095796002,0.0054373007108807405,0.00016096836402249143,0.0014615230431005303,0.04863387031641924,0.0638899000982385,311327.7291849255
multipleFragmentTestFolder/Multiple_Fragment_Example_20201217_06_Methionine M3 Frag 250 uM 2e5 NCE 60_02.xlsx,57.1,15N/13C,0.11013741095796002,0.0054373007108807405,0.00016096836402249143,0.0014615230431005303,0.04863387031641924,0.0638899000982385,311327.7291849255
multipleFragmentTestFolder/Multiple_Fragment_Example_20201217_06_Methionine M3 Frag 250 uM 2e5 NCE 60_03.xlsx,57.1,15N/13C,0.11013741095796002,0.0054373007108807405,0.00016096836402249143,0.0014615230431005303,0.04863387031641924,0.0638899000982385,311327.7291849255
multipleFragmentTestFolder/Multiple_Fragment_Example_20201217_06_Methionine M3 Frag 250 uM 2e5 NCE 60_01.xlsx,57.1,D/13C,0.02428206365308677,0.0027290124748142602,8.079094698381437e-05,0.0033271861954593017,0.04863387031641924,0.0638899000982385,311327.7291849255
multipleFragmentTestFolder/Multiple_Fragment_Example_20201217_06_Methionine M3 Frag 250 uM 2e5 NCE 60_02.xlsx,57.1,D/13C,0.02428206365308677,0.0027290124748142602,8.079094698381437e-05,0.0033271861954593017,0.04863387031641924,0.0638899000982385,311327.7291849255
multipleFragmentTestFolder/Multiple_Fragment_Example_20201217_06_Methionine M3 Frag 250 uM 2e5 NCE 60_03.xlsx,57.1,D/13C,0.02428206365308677,0.0027290124748142602,8.079094698381437e-05,0.0033271861954593017,0.04863387031641924,0.0638899000982385,311327.7291849255
multipleFragmentTestFolder/Multiple_Fragment_Example_20201217_06_Methionine M3 Frag 250 uM 2e5 NCE 60_01.xlsx,57.1,Unsub/13C,0.6924403375789536,0.017063151599044608,0.0005051454285891551,0.0007295147338691216,0.04863387031641924,0.0638899000982385,311327.7291849255
multipleFragmentTestFolder/Multiple_Fragment_Example_20201217_06_Methionine M3 Frag 250 uM 2e5 NCE 60_02.xlsx,57.1,Unsub/13C,0.6924403375789536,0.017063151599044608,0.0005051454285891551,0.0007295147338691216,0.04863387031641924,0.0638899000982385,311327.7291849255
multipleFragmentTestFolder/Multiple_Fragment_Example_20201217_06_Methionine M3 Frag 250 uM 2e5 NCE 60_03.xlsx,57.1,Unsub/13C,0.6924403375789536,0.017063151599044608,0.0005051454285891551,0.0007295147338691216,0.04863387031641924,0.0638899000982385,311327.7291849255
multipleFragmentTestFolder/Multiple_Fragment_Example_20201217_06_Methionine M3 Frag 250 uM 2e5 NCE 60_01.xlsx,64.0,13C-34S/34S,0.5788002876149778,0.016107199460198753,0.00047684497951414084,0.0008238506264035266,0.04863387031641924,0.0638899000982385,311327.7291849255
multipleFragmentTestFolder/Multiple_Fragment_Example_20201217_06_Methionine M3 Frag 250 uM 2e5 NCE 60_02.xlsx,64.0,13C-34S/34S,0.5788002876149778,0.016107199460198753,0.00047684497951414084,0.0008238506264035266,0.04863387031641924,0.0638899000982385,311327.7291849255
multipleFragmentTestFolder/Multiple_Fragment_Example_20201217_06_Methionine M3 Frag 250 uM 2e5 NCE 60_03.xlsx,64.0,13C-34S/34S,0.5788002876149778,0.016107199460198753,0.00047684497951414084,0.0008238506264035266,0.04863387031641924,0.0638899000982385,311327.7291849255
multipleFragmentTestFolder/Multiple_Fragment_Example_20201217_06_Methionine M3 Frag 250 uM 2e5 NCE 60_01.xlsx,64.0,13C/34S,0.05442775347353583,0.004367397089280717,0.00012929444256987453,0.0023755241456500827,0.04863387031641924,0.0638899000982385,311327.7291849255
multipleFragmentTestFolder/Multiple_Fragment_Example_20201217_06_Methionine M3 Frag 250 uM 2e5 NCE 60_02.xlsx,64.0,13C/34S,0.05442775347353583,0.004367397089280717,0.00012929444256987453,0.0023755241456500827,0.04863387031641924,0.0638899000982385,311327.7291849255
multipleFragmentTestFolder/Multiple_Fragment_Example_20201217_06_Methionine M3 Frag 250 uM 2e5 NCE 60_03.xlsx,64.0,13C/34S,0.05442775347353583,0.004367397089280717,0.00012929444256987453,0.0023755241456500827,0.04863387031641924,0.0638899000982385,311327.7291849255
multipleFragmentTestFolder/Multiple_Fragment_Example_20201217_06_Methionine M3 Frag 250 uM 2e5 NCE 60_01.xlsx,64.0,33S/34S,0.01757744098570572,0.002342361262758154,6.934434574518187e-05,0.003945076294187185,0.04863387031641924,0.0638899000982385,311327.7291849255
multipleFragmentTestFolder/Multiple_Fragment_Example_20201217_06_Methionine M3 Frag 250 uM 2e5 NCE 60_02.xlsx,64.0,33S/34S,0.01757744098570572,0.002342361262758154,6.934434574518187e-05,0.003945076294187185,0.04863387031641924,0.0638899000982385,311327.7291849255
multipleFragmentTestFolder/Multiple_Fragment_Example_20201217_06_Methionine M3 Frag 250 uM 2e5 NCE 60_03.xlsx,64.0,33S/34S,0.01757744098570572,0.002342361262758154,6.934434574518187e-05,0.003945076294187185,0.04863387031641924,0.0638899000982385,311327.7291849255
multipleFragmentTestFolder/Multiple_Fragment_Example_20201217_06_Methionine M3 Frag 250 uM 2e5 NCE 60_01.xlsx,64.0,D-34S/34S,0.01675652147749552,0.0022832242764875936,6.759362706336544e-05,0.0040338698669736195,0.04863387031641924,0.0638899000982385,311327.7291849255
multipleFragmentTestFolder/Multiple_Fragment_Example_20201217_06_Methionine M3 Frag 250 uM 2e5 NCE 60_02.xlsx,64.0,D-34S/34S,0.01675652147749552,0.0022832242764875936,6.759362706336544e-05,0.0040338698669736195,0.04863387031641924,0.0638899000982385,311327.7291849255
multipleFragmentTestFolder/Multiple_Fragment_Example_20201217_06_Methionine M3 Frag 250 uM 2e5 NCE 60_03.xlsx,64.0,D-34S/34S,0.01675652147749552,0.0022832242764875936,6.759362706336544e-05,0.0040338698669736195,0.04863387031641924,0.0638899000982385,311327.7291849255
multipleFragmentTestFolder/Multiple_Fragment_Example_20201217_06_Methionine M3 Frag 250 uM 2e5 NCE 60_01.xlsx,64.0,Unsub/34S,0.08719691069178365,0.005330357508607491,0.00015780236802032018,0.0018097242983539498,0.04863387031641924,0.0638899000982385,311327.7291849255
multipleFragmentTestFolder/Multiple_Fragment_Example_20201217_06_Methionine M3 Frag 250 uM 2e5 NCE 60_02.xlsx,64.0,Unsub/34S,0.08719691069178365,0.005330357508607491,0.00015780236802032018,0.0018097242983539498,0.04863387031641924,0.0638899000982385,311327.7291849255
multipleFragmentTestFolder/Multiple_Fragment_Example_20201217_06_Methionine M3 Frag 250 uM 2e5 NCE 60_03.xlsx,64.0,Unsub/34S,0.08719691069178365,0.005330357508607491,0.00015780236802032018,0.0018097242983539498,0.04863387031641924,0.0638899000982385,311327.7291849255
multipleFragmentTestFolder/Multiple_Fragment_Example_20201217_06_Methionine M3 Frag 250 uM 2e5 NCE 60_01.xlsx,77.0,13C-18O/Unsub,0.04555870638865006,0.01239490416878023,0.00036694447343540976,0.008054321611002235,0.07072733380682727,0.08209368213531755,310502.5503943909
multipleFragmentTestFolder/Multiple_Fragment_Example_20201217_06_Methionine M3 Frag 250 uM 2e5 NCE 60_02.xlsx,77.0,13C-18O/Unsub,0.04555870638865006,0.01239490416878023,0.00036694447343540976,0.008054321611002235,0.07072733380682727,0.08209368213531755,310502.5503943909
multipleFragmentTestFolder/Multiple_Fragment_Example_20201217_06_Methionine M3 Frag 250 uM 2e5 NCE 60_03.xlsx,77.0,13C-18O/Unsub,0.04555870638865006,0.01239490416878023,0.00036694447343540976,0.008054321611002235,0.07072733380682727,0.08209368213531755,310502.5503943909
multipleFragmentTestFolder/Multiple_Fragment_Example_20201217_06_Methionine M3 Frag 250 uM 2e5 NCE 60_01.xlsx,77.0,13C/Unsub,0.6410257958927681,0.05959050586681902,0.0017641448856156388,0.0027520653566814463,0.07072733380682727,0.08209368213531755,310502.5503943909
multipleFragmentTestFolder/Multiple_Fragment_Example_20201217_06_Methionine M3 Frag 250 uM 2e5 NCE 60_02.xlsx,77.0,13C/Unsub,0.6410257958927681,0.05959050586681902,0.0017641448856156388,0.0027520653566814463,0.07072733380682727,0.08209368213531755,310502.5503943909
multipleFragmentTestFolder/Multiple_Fragment_Example_20201217_06_Methionine M3 Frag 250 uM 2e5 NCE 60_03.xlsx,77.0,13C/Unsub,0.6410257958927681,0.05959050586681902,0.0017641448856156388,0.0027520653566814463,0.07072733380682727,0.08209368213531755,310502.5503943909
multipleFragmentTestFolder/Multiple_Fragment_Example_20201217_06_Methionine M3 Frag 250 uM 2e5 NCE 60_01.xlsx,77.0,15N/Unsub,0.0929205403318781,0.017142935852604933,0.0005075073985174801,0.005461735335425835,0.07072733380682727,0.08209368213531755,310502.5503943909
multipleFragmentTestFolder/Multiple_Fragment_Example_20201217_06_Methionine M3 Frag 250 uM 2e5 NCE 60_02.xlsx,77.0,15N/Unsub,0.0929205403318781,0.017142935852604933,0.0005075073985174801,0.005461735335425835,0.07072733380682727,0.08209368213531755,310502.5503943909
multipleFragmentTestFolder/Multiple_Fragment_Example_20201217_06_Methionine M3 Frag 250 uM 2e5 NCE 60_03.xlsx,77.0,15N/Unsub,0.0929205403318781,0.017142935852604933,0.0005075073985174801,0.005461735335425835,0.07072733380682727,0.08209368213531755,310502.5503943909
multipleFragmentTestFolder/Multiple_Fragment_Example_20201217_06_Methionine M3 Frag 250 uM 2e5 NCE 60_01.xlsx,77.0,17O/Unsub,0.015231900473776807,0.01112920746958193,0.00032947420319434813,0.021630538077738223,0.07072733380682727,0.08209368213531755,310502.5503943909
multipleFragmentTestFolder/Multiple_Fragment_Example_20201217_06_Methionine M3 Frag 250 uM 2e5 NCE 60_02.xlsx,77.0,17O/Unsub,0.015231900473776807,0.01112920746958193,0.00032947420319434813,0.021630538077738223,0.07072733380682727,0.08209368213531755,310502.5503943909
multipleFragmentTestFolder/Multiple_Fragment_Example_20201217_06_Methionine M3 Frag 250 uM 2e5 NCE 60_03.xlsx,77.0,17O/Unsub,0.015231900473776807,0.01112920746958193,0.00032947420319434813,0.021630538077738223,0.07072733380682727,0.08209368213531755,310502.5503943909
multipleFragmentTestFolder/Multiple_Fragment_Example_20201217_06_Methionine M3 Frag 250 uM 2e5 NCE 60_01.xlsx,77.0,18O/Unsub,0.08923402638187326,0.015654893276413742,0.00046345469813878243,0.005193699275155954,0.07072733380682727,0.08209368213531755,310502.5503943909
multipleFragmentTestFolder/Multiple_Fragment_Example_20201217_06_Methionine M3 Frag 250 uM 2e5 NCE 60_02.xlsx,77.0,18O/Unsub,0.08923402638187326,0.015654893276413742,0.00046345469813878243,0.005193699275155954,0.07072733380682727,0.08209368213531755,310502.5503943909
multipleFragmentTestFolder/Multiple_Fragment_Example_20201217_06_Methionine M3 Frag 250 uM 2e5 NCE 60_03.xlsx,77.0,18O/Unsub,0.08923402638187326,0.015654893276413742,0.00046345469813878243,0.005193699275155954,0.07072733380682727,0.08209368213531755,310502.5503943909
multipleFragmentTestFolder/Multiple_Fragment_Example_20201217_06_Methionine M3 Frag 250 uM 2e5 NCE 60_01.xlsx,77.0,D/Unsub,0.009177313066098262,0.009744216029461706,0.00028847227629058585,0.0314331955565759,0.07072733380682727,0.08209368213531755,310502.5503943909
multipleFragmentTestFolder/Multiple_Fragment_Example_20201217_06_Methionine M3 Frag 250 uM 2e5 NCE 60_02.xlsx,77.0,D/Unsub,0.009177313066098262,0.009744216029461706,0.00028847227629058585,0.0314331955565759,0.07072733380682727,0.08209368213531755,310502.5503943909
multipleFragmentTestFolder/Multiple_Fragment_Example_20201217_06_Methionine M3 Frag 250 uM 2e5 NCE 60_03.xlsx,77.0,D/Unsub,0.009177313066098262,0.009744216029461706,0.00028847227629058585,0.0314331955565759,0.07072733380682727,0.08209368213531755,310502.5503943909
multipleFragmentTestFolder/Multiple_Fragment_Example_20201217_06_Methionine M3 Frag 250 uM 2e5 NCE 60_01.xlsx,77.1,13C-18O/13C,0.02423146814016247,0.01756024997926224,0.0005198617588560719,0.021453993453843866,0.6350942387290106,0.6369232149731097,223422.64066608238
multipleFragmentTestFolder/Multiple_Fragment_Example_20201217_06_Methionine M3 Frag 250 uM 2e5 NCE 60_02.xlsx,77.1,13C-18O/13C,0.02423146814016247,0.01756024997926224,0.0005198617588560719,0.021453993453843866,0.6350942387290106,0.6369232149731097,223422.64066608238
multipleFragmentTestFolder/Multiple_Fragment_Example_20201217_06_Methionine M3 Frag 250 uM 2e5 NCE 60_03.xlsx,77.1,13C-18O/13C,0.02423146814016247,0.01756024997926224,0.0005198617588560719,0.021453993453843866,0.6350942387290106,0.6369232149731097,223422.64066608238
multipleFragmentTestFolder/Multiple_Fragment_Example_20201217_06_Methionine M3 Frag 250 uM 2e5 NCE 60_01.xlsx,77.1,15N/13C,0.09433892380091334,0.02137690597319386,0.0006328518074201311,0.006708278851639859,0.6350942387290106,0.6369232149731097,223422.64066608238
multipleFragmentTestFolder/Multiple_Fragment_Example_20201217_06_Methionine M3 Frag 250 uM 2e5 NCE 60_02.xlsx,77.1,15N/13C,0.09433892380091334,0.02137690597319386,0.0006328518074201311,0.006708278851639859,0.6350942387290106,0.6369232149731097,223422.64066608238
multipleFragmentTestFolder/Multiple_Fragment_Example_20201217_06_Methionine M3 Frag 250 uM 2e5 NCE 60_03.xlsx,77.1,15N/13C,0.09433892380091334,0.02137690597319386,0.0006328518074201311,0.006708278851639859,0.6350942387290106,0.6369232149731097,223422.64066608238
multipleFragmentTestFolder/Multiple_Fragment_Example_20201217_06_Methionine M3 Frag 250 uM 2e5 NCE 60_01.xlsx,77.1,17O/13C,0.007567455086079432,0.01355439043558334,0.000401270440932545,0.05302581070757782,0.6350942387290106,0.6369232149731097,223422.64066608238
multipleFragmentTestFolder/Multiple_Fragment_Example_20201217_06_Methionine M3 Frag 250 uM 2e5 NCE 60_02.xlsx,77.1,17O/13C,0.007567455086079432,0.01355439043558334,0.000401270440932545,0.05302581070757782,0.6350942387290106,0.6369232149731097,223422.64066608238
multipleFragmentTestFolder/Multiple_Fragment_Example_20201217_06_Methionine M3 Frag 250 uM 2e5 NCE 60_03.xlsx,77.1,17O/13C,0.007567455086079432,0.01355439043558334,0.000401270440932545,0.05302581070757782,0.6350942387290106,0.6369232149731097,223422.64066608238
multipleFragmentTestFolder/Multiple_Fragment_Example_20201217_06_Methionine M3 Frag 250 uM 2e5 NCE 60_01.xlsx,77.1,18O/13C,0.0208535543724058,0.01721233032018333,0.0005095617844181814,0.024435248558512045,0.6350942387290106,0.6369232149731097,223422.64066608238
multipleFragmentTestFolder/Multiple_Fragment_Example_20201217_06_Methionine M3 Frag 250 uM 2e5 NCE 60_02.xlsx,77.1,18O/13C,0.0208535543724058,0.01721233032018333,0.0005095617844181814,0.024435248558512045,0.6350942387290106,0.6369232149731097,223422.64066608238
