FileNumber,Fragment,IsotopeRatio,IntegratedIsotopeRatio,Average,StdDev,StdError,RelStdError,TICVar,TIC*ITVar,TIC*ITMean,ShotNoise
LCMultipleFragmentTestFolder/Multiple_Fragment_Example_20201217_06_Methionine M3 Frag 250 uM 2e5 NCE 60_02.xlsx,107.1,Unsub/13C-34S,0,0.020731662896939354,0.004492945431698438,0.00013295298489630463,0.006413040070988839,0.04861391034191248,0.06392261000582711,311303.15323992993,0.00495250213443875
LCMultipleFragmentTestFolder/Multiple_Fragment_Example_20201217_06_Methionine M3 Frag 250 uM 2e5 NCE 60_03.xlsx,107.1,Unsub/13C-34S,0,0.020731662896939354,0.004492945431698438,0.00013295298489630463,0.006413040070988839,0.04861391034191248,0.06392261000582711,311303.15323992993,0.00495250213443875
LCMultipleFragmentTestFolder/Multiple_Fragment_Example_20201217_06_Methionine M3 Frag 250 uM 2e5 NCE 60_01.xlsx,136.0,13C-18O/13C-34S,0,0.08238697168239356,0.01048850980662832,0.00031037071495841704,0.0037672305295419002,0.04861391034191248,0.06392261000582711,311303.15323992993,0.002935350153514223
LCMultipleFragmentTestFolder/Multiple_Fragment_Example_20201217_06_Methionine M3 Frag 250 uM 2e5 NCE 60_02.xlsx,136.0,13C-18O/13C-34S,0,0.08238697168239356,0.01048850980662832,0.00031037071495841704,0.0037672305295419002,0.04861391034191248,0.06392261000582711,311303.15323992993,0.002935350153514223
LCMultipleFragmentTestFolder/Multiple_Fragment_Example_20201217_06_Methionine M3 Frag 250 uM 2e5 NCE 60_03.xlsx,136.0,13C-18O/13C-34S,0,0.08238697168239356,0.01048850980662832,0.00031037071495841704,0.0037672305295419002,0.04861391034191248,0.06392261000582711,311303.15323992993,0.002935350153514223
LCMultipleFragmentTestFolder/Multiple_Fragment_Example_20201217_06_Methionine M3 Frag 250 uM 2e5 NCE 60_01.xlsx,136.0,18O-33S/13C-34S,0,0.009579734010508467,0.004704426129024726,0.0001392110154877986,0.014531824718211529,0.04861391034191248,0.06392261000582711,311303.15323992993,0.00830805216847208
LCMultipleFragmentTestFolder/Multiple_Fragment_Example_20201217_06_Methionine M3 Frag 250 uM 2e5 NCE 60_02.xlsx,136.0,18O-33S/13C-34S,0,0.009579734010508467,0.004704426129024726,0.0001392110154877986,0.014531824718211529,0.04861391034191248,0.06392261000582711,311303.15323992993,0.00830805216847208
LCMultipleFragmentTestFolder/Multiple_Fragment_Example_20201217_06_Methionine M3 Frag 250 uM 2e5 NCE 60_03.xlsx,136.0,18O-33S/13C-34S,0,0.009579734010508467,0.004704426129024726,0.0001392110154877986,0.014531824718211529,0.04861391034191248,0.06392261000582711,311303.15323992993,0.00830805216847208
LCMultipleFragmentTestFolder/Multiple_Fragment_Example_20201217_06_Methionine M3 Frag 250 uM 2e5 NCE 60_01.xlsx,136.0,34S/13C-34S,0,0.06997576056936627,0.010001030421633703,0.00029594546980560673,0.004229256922648792,0.04861391034191248,0.06392261000582711,311303.15323992993,0.003167576647376066
LCMultipleFragmentTestFolder/Multiple_Fragment_Example_20201217_06_Methionine M3 Frag 250 uM 2e5 NCE 60_02.xlsx,136.0,34S/13C-34S,0,0.06997576056936627,0.010001030421633703,0.00029594546980560673,0.004229256922648792,0.04861391034191248,0.06392261000582711,311303.15323992993,0.003167576647376066
LCMultipleFragmentTestFolder/Multiple_Fragment_Example_20201217_06_Methionine M3 Frag 250 uM 2e5 NCE 60_03.xlsx,136.0,34S/13C-34S,0,0.06997576056936627,0.010001030421633703,0.00029594546980560673,0.004229256922648792,0.04861391034191248,0.06392261000582711,311303.15323992993,0.003167576647376066
LCMultipleFragmentTestFolder/Multiple_Fragment_Example_20201217_06_Methionine M3 Frag 250 uM 2e5 NCE 60_01.xlsx,136.0,D-34S/13C-34S,0,0.020145535278382618,0.005971488866857864,0.00017670529971775814,0.008771437307370712,0.04861391034191248,0.06392261000582711,311303.15323992993,0.005765964897765802
LCMultipleFragmentTestFolder/Multiple_Fragment_Example_20201217_06_Methionine M3 Frag 250 uM 2e5 NCE 60_02.xlsx,136.0,D-34S/13C-34S,0,0.020145535278382618,0.005971488866857864,0.00017670529971775814,0.008771437307370712,0.04861391034191248,0.06392261000582711,311303.15323992993,0.005765964897765802
LCMultipleFragmentTestFolder/Multiple_Fragment_Example_20201217_06_Methionine M3 Frag 250 uM 2e5 NCE 60_03.xlsx,136.0,D-34S/13C-34S,0,0.020145535278382618,0.005971488866857864,0.00017670529971775814,0.008771437307370712,0.04861391034191248,0.06392261000582711,311303.15323992993,0.005765964897765802
LCMultipleFragmentTestFolder/Multiple_Fragment_Example_20201217_06_Methionine M3 Frag 250 uM 2e5 NCE 60_01.xlsx,57.1,15N/13C,0,0.11014206882097537,0.005437196490395274,0.00016089478803050887,0.001460793225992757,0.04861391034191248,0.06392261000582711,311303.15323992993,0.0010648235500008555
LCMultipleFragmentTestFolder/Multiple_Fragment_Example_20201217_06_Methionine M3 Frag 250 uM 2e5 NCE 60_02.xlsx,57.1,15N/13C,0,0.11014206882097537,0.005437196490395274,0.00016089478803050887,0.001460793225992757,0.04861391034191248,0.06392261000582711,311303.15323992993,0.0010648235500008555
LCMultipleFragmentTestFolder/Multiple_Fragment_Example_20201217_06_Methionine M3 Frag 250 uM 2e5 NCE 60_03.xlsx,57.1,15N/13C,0,0.11014206882097537,0.005437196490395274,0.00016089478803050887,0.001460793225992757,0.04861391034191248,0.06392261000582711,311303.15323992993,0.0010648235500008555
LCMultipleFragmentTestFolder/Multiple_Fragment_Example_20201217_06_Methionine M3 Frag 250 uM 2e5 NCE 60_01.xlsx,57.1,D/13C,0,0.02428036993181238,0.002728417270770144,8.073795368896596e-05,0.0033252357322275513,0.04861391034191248,0.06392261000582711,311303.15323992993,0.002178751217603949
LCMultipleFragmentTestFolder/Multiple_Fragment_Example_20201217_06_Methionine M3 Frag 250 uM 2e5 NCE 60_02.xlsx,57.1,D/13C,0,0.02428036993181238,0.002728417270770144,8.073795368896596e-05,0.0033252357322275513,0.04861391034191248,0.06392261000582711,311303.15323992993,0.002178751217603949
LCMultipleFragmentTestFolder/Multiple_Fragment_Example_20201217_06_Methionine M3 Frag 250 uM 2e5 NCE 60_03.xlsx,57.1,D/13C,0,0.02428036993181238,0.002728417270770144,8.073795368896596e-05,0.0033252357322275513,0.04861391034191248,0.06392261000582711,311303.15323992993,0.002178751217603949
LCMultipleFragmentTestFolder/Multiple_Fragment_Example_20201217_06_Methionine M3 Frag 250 uM 2e5 NCE 60_01.xlsx,57.1,Unsub/13C,0,0.692448373587355,0.017057839162090714,0.0005047670101846139,0.0007289597743866109,0.04861391034191248,0.06392261000582711,311303.15323992993,0.0005243604243095548
LCMultipleFragmentTestFolder/Multiple_Fragment_Example_20201217_06_Methionine M3 Frag 250 uM 2e5 NCE 60_02.xlsx,57.1,Unsub/13C,0,0.692448373587355,0.017057839162090714,0.0005047670101846139,0.0007289597743866109,0.04861391034191248,0.06392261000582711,311303.15323992993,0.0005243604243095548
LCMultipleFragmentTestFolder/Multiple_Fragment_Example_20201217_06_Methionine M3 Frag 250 uM 2e5 NCE 60_03.xlsx,57.1,Unsub/13C,0,0.692448373587355,0.017057839162090714,0.0005047670101846139,0.0007289597743866109,0.04861391034191248,0.06392261000582711,311303.15323992993,0.0005243604243095548
LCMultipleFragmentTestFolder/Multiple_Fragment_Example_20201217_06_Methionine M3 Frag 250 uM 2e5 NCE 60_01.xlsx,64.0,13C-34S/34S,0,0.5788280018070472,0.016127339137140918,0.00047723212073540135,0.0008244800169403123,0.04861391034191248,0.06392261000582711,311303.15323992993,0.0006096791733024764
LCMultipleFragmentTestFolder/Multiple_Fragment_Example_20201217_06_Methionine M3 Frag 250 uM 2e5 NCE 60_02.xlsx,64.0,13C-34S/34S,0,0.5788280018070472,0.016127339137140918,0.00047723212073540135,0.0008244800169403123,0.04861391034191248,0.06392261000582711,311303.15323992993,0.0006096791733024764
LCMultipleFragmentTestFolder/Multiple_Fragment_Example_20201217_06_Methionine M3 Frag 250 uM 2e5 NCE 60_03.xlsx,64.0,13C-34S/34S,0,0.5788280018070472,0.016127339137140918,0.00047723212073540135,0.0008244800169403123,0.04861391034191248,0.06392261000582711,311303.15323992993,0.0006096791733024764
LCMultipleFragmentTestFolder/Multiple_Fragment_Example_20201217_06_Methionine M3 Frag 250 uM 2e5 NCE 60_01.xlsx,64.0,13C/34S,0,0.0544251726530076,0.004366354853313645,0.00012920698007344046,0.0023740297692248172,0.04861391034191248,0.06392261000582711,311303.15323992993,0.0016248024062674158
LCMultipleFragmentTestFolder/Multiple_Fragment_Example_20201217_06_Methionine M3 Frag 250 uM 2e5 NCE 60_02.xlsx,64.0,13C/34S,0,0.0544251726530076,0.004366354853313645,0.00012920698007344046,0.0023740297692248172,0.04861391034191248,0.06392261000582711,311303.15323992993,0.0016248024062674158
LCMultipleFragmentTestFolder/Multiple_Fragment_Example_20201217_06_Methionine M3 Frag 250 uM 2e5 NCE 60_03.xlsx,64.0,13C/34S,0,0.0544251726530076,0.004366354853313645,0.00012920698007344046,0.0023740297692248172,0.04861391034191248,0.06392261000582711,311303.15323992993,0.0016248024062674158
LCMultipleFragmentTestFolder/Multiple_Fragment_Example_20201217_06_Methionine M3 Frag 250 uM 2e5 NCE 60_01.xlsx,64.0,33S/34S,0,0.017576234031861728,0.0023416904140556695,6.929412675596929e-05,0.003942489991334591,0.04861391034191248,0.06392261000582711,311303.15323992993,0.002809685552566468
LCMultipleFragmentTestFolder/Multiple_Fragment_Example_20201217_06_Methionine M3 Frag 250 uM 2e5 NCE 60_02.xlsx,64.0,33S/34S,0,0.017576234031861728,0.0023416904140556695,6.929412675596929e-05,0.003942489991334591,0.04861391034191248,0.06392261000582711,311303.15323992993,0.002809685552566468
LCMultipleFragmentTestFolder/Multiple_Fragment_Example_20201217_06_Methionine M3 Frag 250 uM 2e5 NCE 60_03.xlsx,64.0,33S/34S,0,0.017576234031861728,0.0023416904140556695,6.929412675596929e-05,0.003942489991334591,0.04861391034191248,0.06392261000582711,311303.15323992993,0.002809685552566468
LCMultipleFragmentTestFolder/Multiple_Fragment_Example_20201217_06_Methionine M3 Frag 250 uM 2e5 NCE 60_01.xlsx,64.0,D-34S/34S,0,0.016759777009292997,0.0022848722224888,6.761279136472913e-05,0.004034229770911573,0.04861391034191248,0.06392261000582711,311303.15323992993,0.0028754430779692236
LCMultipleFragmentTestFolder/Multiple_Fragment_Example_20201217_06_Methionine M3 Frag 250 uM 2e5 NCE 60_02.xlsx,64.0,D-34S/34S,0,0.016759777009292997,0.0022848722224888,6.761279136472913e-05,0.004034229770911573,0.04861391034191248,0.06392261000582711,311303.15323992993,0.0028754430779692236
LCMultipleFragmentTestFolder/Multiple_Fragment_Example_20201217_06_Methionine M3 Frag 250 uM 2e5 NCE 60_03.xlsx,64.0,D-34S/34S,0,0.016759777009292997,0.0022848722224888,6.761279136472913e-05,0.004034229770911573,0.04861391034191248,0.06392261000582711,311303.15323992993,0.0028754430779692236
LCMultipleFragmentTestFolder/Multiple_Fragment_Example_20201217_06_Methionine M3 Frag 250 uM 2e5 NCE 60_01.xlsx,64.0,Unsub/34S,0,0.08720034234913555,0.00532928401513906,0.00015770149625544304,0.0018084962972281999,0.04861391034191248,0.06392261000582711,311303.15323992993,0.00130341443961071
LCMultipleFragmentTestFolder/Multiple_Fragment_Example_20201217_06_Methionine M3 Frag 250 uM 2e5 NCE 60_02.xlsx,64.0,Unsub/34S,0,0.08720034234913555,0.00532928401513906,0.00015770149625544304,0.0018084962972281999,0.04861391034191248,0.06392261000582711,311303.15323992993,0.00130341443961071
LCMultipleFragmentTestFolder/Multiple_Fragment_Example_20201217_06_Methionine M3 Frag 250 uM 2e5 NCE 60_03.xlsx,64.0,Unsub/34S,0,0.08720034234913555,0.00532928401513906,0.00015770149625544304,0.0018084962972281999,0.04861391034191248,0.06392261000582711,311303.15323992993,0.00130341443961071
LCMultipleFragmentTestFolder/Multiple_Fragment_Example_20201217_06_Methionine M3 Frag 250 uM 2e5 NCE 60_01.xlsx,77.0,13C-18O/Unsub,0,0.04554870547000721,0.01239408084436674,0.00036675941614580247,0.008052027217048029,0.07069715722465322,0.08210505888964459,310478.6970227671,0.005552011706464349
LCMultipleFragmentTestFolder/Multiple_Fragment_Example_20201217_06_Methionine M3 Frag 250 uM 2e5 NCE 60_02.xlsx,77.0,13C-18O/Unsub,0,0.04554870547000721,0.01239408084436674,0.00036675941614580247,0.008052027217048029,0.07069715722465322,0.08210505888964459,310478.6970227671,0.005552011706464349
LCMultipleFragmentTestFolder/Multiple_Fragment_Example_20201217_06_Methionine M3 Frag 250 uM 2e5 NCE 60_03.xlsx,77.0,13C-18O/Unsub,0,0.04554870547000721,0.01239408084436674,0.00036675941614580247,0.008052027217048029,0.07069715722465322,0.08210505888964459,310478.6970227671,0.005552011706464349
LCMultipleFragmentTestFolder/Multiple_Fragment_Example_20201217_06_Methionine M3 Frag 250 uM 2e5 NCE 60_01.xlsx,77.0,13C/Unsub,0,0.6409641102164231,0.059600843555047175,0.0017636782314504327,0.002751602162022648,0.07069715722465322,0.08210505888964459,310478.6970227671,0.001854250820146016
LCMultipleFragmentTestFolder/Multiple_Fragment_Example_20201217_06_Methionine M3 Frag 250 uM 2e5 NCE 60_02.xlsx,77.0,13C/Unsub,0,0.6409641102164231,0.059600843555047175,0.0017636782314504327,0.002751602162022648,0.07069715722465322,0.08210505888964459,310478.6970227671,0.001854250820146016
LCMultipleFragmentTestFolder/Multiple_Fragment_Example_20201217_06_Methionine M3 Frag 250 uM 2e5 NCE 60_03.xlsx,77.0,13C/Unsub,0,0.6409641102164231,0.059600843555047175,0.0017636782314504327,0.002751602162022648,0.07069715722465322,0.08210505888964459,310478.6970227671,0.001854250820146016
LCMultipleFragmentTestFolder/Multiple_Fragment_Example_20201217_06_Methionine M3 Frag 250 uM 2e5 NCE 60_01.xlsx,77.0,15N/Unsub,0,0.09289721037584629,0.0171535402386358,0.0005075989483814794,0.0054640924773501865,0.07069715722465322,0.08210505888964459,310478.6970227671,0.003977727509241624
LCMultipleFragmentTestFolder/Multiple_Fragment_Example_20201217_06_Methionine M3 Frag 250 uM 2e5 NCE 60_02.xlsx,77.0,15N/Unsub,0,0.09289721037584629,0.0171535402386358,0.0005075989483814794,0.0054640924773501865,0.07069715722465322,0.08210505888964459,310478.6970227671,0.003977727509241624
LCMultipleFragmentTestFolder/Multiple_Fragment_Example_20201217_06_Methionine M3 Frag 250 uM 2e5 NCE 60_03.xlsx,77.0,15N/Unsub,0,0.09289721037584629,0.0171535402386358,0.0005075989483814794,0.0054640924773501865,0.07069715722465322,0.08210505888964459,310478.6970227671,0.003977727509241624
LCMultipleFragmentTestFolder/Multiple_Fragment_Example_20201217_06_Methionine M3 Frag 250 uM 2e5 NCE 60_01.xlsx,77.0,17O/Unsub,0,0.01523449380319513,0.011124678617321443,0.00032919590292594805,0.02160858819325561,0.07069715722465322,0.08210505888964459,310478.6970227671,0.009459482433869739
LCMultipleFragmentTestFolder/Multiple_Fragment_Example_20201217_06_Methionine M3 Frag 250 uM 2e5 NCE 60_02.xlsx,77.0,17O/Unsub,0,0.01523449380319513,0.011124678617321443,0.00032919590292594805,0.02160858819325561,0.07069715722465322,0.08210505888964459,310478.6970227671,0.009459482433869739
LCMultipleFragmentTestFolder/Multiple_Fragment_Example_20201217_06_Methionine M3 Frag 250 uM 2e5 NCE 60_03.xlsx,77.0,17O/Unsub,0,0.01523449380319513,0.011124678617321443,0.00032919590292594805,0.02160858819325561,0.07069715722465322,0.08210505888964459,310478.6970227671,0.009459482433869739
LCMultipleFragmentTestFolder/Multiple_Fragment_Example_20201217_06_Methionine M3 Frag 250 uM 2e5 NCE 60_01.xlsx,77.0,18O/Unsub,0,0.08922073191776704,0.015654480024212995,0.00046323951133141384,0.0051920613222313896,0.07069715722465322,0.08210505888964459,310478.6970227671,0.004050618295346675
LCMultipleFragmentTestFolder/Multiple_Fragment_Example_20201217_06_Methionine M3 Frag 250 uM 2e5 NCE 60_02.xlsx,77.0,18O/Unsub,0,0.08922073191776704,0.015654480024212995,0.00046323951133141384,0.0051920613222313896,0.07069715722465322,0.08210505888964459,310478.6970227671,0.004050618295346675
LCMultipleFragmentTestFolder/Multiple_Fragment_Example_20201217_06_Methionine M3 Frag 250 uM 2e5 NCE 60_03.xlsx,77.0,18O/Unsub,0,0.08922073191776704,0.015654480024212995,0.00046323951133141384,0.0051920613222313896,0.07069715722465322,0.08210505888964459,310478.6970227671,0.004050618295346675
LCMultipleFragmentTestFolder/Multiple_Fragment_Example_20201217_06_Methionine M3 Frag 250 uM 2e5 NCE 60_01.xlsx,77.0,D/Unsub,0,0.009169276890033377,0.009743730731448824,0.00028833158658734506,0.03144540077099749,0.07069715722465322,0.08210505888964459,310478.6970227671,0.01215283747472408
LCMultipleFragmentTestFolder/Multiple_Fragment_Example_20201217_06_Methionine M3 Frag 250 uM 2e5 NCE 60_02.xlsx,77.0,D/Unsub,0,0.009169276890033377,0.009743730731448824,0.00028833158658734506,0.03144540077099749,0.07069715722465322,0.08210505888964459,310478.6970227671,0.01215283747472408
LCMultipleFragmentTestFolder/Multiple_Fragment_Example_20201217_06_Methionine M3 Frag 250 uM 2e5 NCE 60_03.xlsx,77.0,D/Unsub,0,0.009169276890033377,0.009743730731448824,0.00028833158658734506,0.03144540077099749,0.07069715722465322,0.08210505888964459,310478.6970227671,0.01215283747472408
LCMultipleFragmentTestFolder/Multiple_Fragment_Example_20201217_06_Methionine M3 Frag 250 uM 2e5 NCE 60_01.xlsx,77.1,13C-18O/13C,0,0.024235841096941046,0.01755318144372812,0.0005194249302261987,0.021432098359968142,0.6347043254597406,0.6365442903957369,223475.03940455342,0.009450191317626096
LCMultipleFragmentTestFolder/Multiple_Fragment_Example_20201217_06_Methionine M3 Frag 250 uM 2e5 NCE 60_02.xlsx,77.1,13C-18O/13C,0,0.024235841096941046,0.01755318144372812,0.0005194249302261987,0.021432098359968142,0.6347043254597406,0.6365442903957369,223475.03940455342,0.009450191317626096
